scopeid,inventarisnummer,aantal_scans
330999,14658,554
331000,14659,552
331001,14660,586
331002,14661,538
331003,14662,573
331004,14663,598
331005,14664,717
331006,14665,475
331007,14666,592
331008,14667,614
331011,14668,473
331012,14669,636
331013,14670,614
331014,14671,651
331015,14672,867
331016,14673,838
331017,14674,761
331018,14675,778
331019,14676,635
331020,14677,1025
331021,14678,1270
331022,14679,902
331023,14680,497
331024,14681,1154
331025,14682,1254
331026,14683,861
331027,14684,1146
331028,14685,1444
331029,14686,937
331030,14687,1233
331031,14688,1244
331032,14689,943
331033,14690,1305
331034,14691,885
331035,14692,680
331036,14693,675
331037,14694,616
331038,14695,590
331039,14696,787
331040,14697,686
331041,14698,666
331042,14699,586
331043,14700,635
331046,14701,354
331047,14702,350
331048,14703,408
331049,14704,478
331050,14705,469
331051,14706,401
331052,14707,0
331053,14708,0
331054,14709,0
331055,14710,0
331056,14711,414
331057,14712,0
331058,14713,0
331059,14714,0
331060,14715,0
331061,14716,375
331062,14717,553
331063,14718,580
331064,14719,446
331065,14720,0
331066,14721,0
331067,14722,0
331068,14723,487
331069,14724,0
331070,14725,0
331071,14726,0
331072,14727,0
331073,14728,0
331074,14729,0
331075,14730,0
331076,14731,0
331077,14732,621
331078,14733,428
331079,14734,0
331080,14735,0
331081,14736,0
331082,14737,898
331083,14738,821
331084,14739,0
331085,14740,0
331086,14741,591
331087,14742,647
331088,14743,603
331089,14744,570
331090,14745,0
331091,14746,0
331092,14747,443
331093,14748,0
331094,14749,0
331095,14750,0
331096,14751,0
331097,14752,0
331098,14753,0
331099,14754,591
331100,14755,514
331101,14756,0
331102,14757,549
331103,14758,483
331104,14759,0
331105,14760,0
331106,14761,0
331107,14762,0
331108,14763,0
331109,14764,0
331110,14765,423
331111,14766,0
331112,14767,519
331113,14768,0
331114,14769,0
331115,14770,0
331116,14771,0
331117,14772,0
331118,14773,0
331119,14774,0
331120,14775,372
331121,14776,0
331122,14777,0
331123,14778,0
331124,14779,354
331125,14780,341
331126,14781,686
331129,14782,0
331130,14783,0
331131,14784,1025
331132,14785,671
331133,14786,0
331134,14787,0
331135,14788,0
331136,14789,0
331137,14790,539
331138,14791,500
331139,14792,664
331140,14793,651
331141,14794,654
331142,14795,628
331143,14796,645
331144,14797,632
331145,14798,634
331146,14799,858
331147,14800,725
331148,14801,683
331149,14802,0
331150,14803,0
331151,14804,0
331152,14805,0
331153,14806,0
331154,14807,0
331155,14808,0
331156,14809,0
331157,14810,0
331158,14811,0
331159,14812,462
331160,14813,0
331161,14814,0
331162,14815,0
331163,14816,0
331164,14817,0
331165,14818,0
331166,14819,0
331167,14820,0
331168,14821,781
331169,14822,0
331170,14823,0
331171,14824,0
331172,14825,1227
331173,14826,1054
331174,14827,0
331175,14828,0
331176,14829,0
331177,14830,0
331178,14831,0
331179,14832,1103
331180,14833,979
331181,14834,0
331182,14835,0
331183,14836,804
331184,14837,662
331185,14838,577
331186,14839,936
331187,14840,0
331188,14841,999
331189,14842,903
331190,14843,833
331191,14844,0
331192,14845,0
331193,14846,0
331194,14847,0
331195,14848,1003
331196,14849,0
331197,14850,0
331198,14851,1224
331199,14852,0
331200,14853,0
331201,14854,774
331202,14855,0
331203,14856,0
331204,14857,0
331205,14858,0
331206,14859,0
331207,14860,0
331208,14861,0
331209,14862,0
331210,14863,393
331211,14864,437
331212,14865,0
331213,14866,406
331214,14867,470
331215,14868,335
331216,14869,0
331217,14870,0
331218,14871,0
331219,14872,0
331220,14873,410
331221,14874,466
331222,14875,0
331223,14876,0
331224,14877,0
331225,14878,0
331226,14879,0
331227,14880,0
331228,14881,691
331229,14882,0
331230,14883,0
331231,14884,0
331232,14885,0
331233,14886,0
331234,14887,0
331235,14888,0
331236,14889,502
331237,14890,541
331238,14891,0
331239,14892,0
331240,14893,0
331241,14894,199
331242,14895,105
331243,14896,58
331246,14897,290
331247,14898,358
331248,14899,607
331251,14900,147
331252,14901,297
331253,14902,318
331254,14903,298
331255,14904,315
331256,14905,349
331257,14906,403
331258,14907,401
331259,14908,461
331260,14909,380
331261,14910,466
331262,14911,475
331263,14912,354
331264,14913,289
331265,14914,551
331266,14915,333
331267,14916,511
331268,14917,292
331269,14918,364
331270,14919,285
331271,14920,497
331272,14921,329
331273,14922,199
331274,14923,432
331275,14924,318
331276,14925,361
331277,14926,315
331280,14927,450
331281,14928,281
331282,14929,0
331283,14930,368
331284,14931,0
331285,14932,0
331286,14933,0
331287,14934,0
331288,14935,0
331289,14936,0
331290,14937,0
331291,14938,516
331292,14939,0
331293,14940,0
331294,14941,0
331295,14942,0
331296,14943,0
331297,14944,422
331298,14945,0
331299,14946,0
331300,14947,0
331301,14948,0
331302,14949,0
331303,14950,0
331304,14951,0
331305,14952,652
331306,14953,0
331307,14954,0
331308,14955,0
331309,14956,0
331310,14957,0
331311,14958,0
331312,14959,0
331313,14960,0
331314,14961,0
331315,14962,0
331316,14963,334
331317,14964,0
331318,14965,0
331319,14966,0
331320,14967,0
331321,14968,0
331323,14969,443
331324,14970,277
331325,14971,358
331326,14972,571
331327,14973,536
331328,14974,589
331329,14975,413
331330,14976,438
331331,14977A,500
101495982,14977B,265
331332,14978A,517
100796184,14978B,304
331333,14979,487
331334,14980,0
331335,14981,351
331336,14982,0
331337,14983,0
331338,14984,283
331339,14985,0
331340,14986,432
331341,14987,0
331342,14988,481
331343,14989,0
331344,14990,0
331345,14991,0
331346,14992,0
331347,14993,373
331348,14994,0
331349,14995,464
331350,14996,333
331351,14997,305
331352,14998,464
331353,14999,0
331354,15000,507
331355,15001,549
331356,15002,0
331357,15003,430
331358,15004,378
331359,15005,115
331362,15006,601
331363,15007,403
331364,15008,596
331365,15009,472
331366,15010,567
331367,15011,525
331368,15012,628
331369,15013,473
331370,15014,772
331371,15015,864
331372,15016,693
331373,15017,511
331374,15018,605
331375,15019,701
331376,15020,726
331377,15021,746
331378,15022,705
331379,15023,650
331380,15024,747
331381,15025,763
331382,15026,500
331383,15027,532
331384,15028,563
331385,15029,477
331386,15030,437
331387,15031,406
331388,15032,595
331389,15033,857
331390,15034,554
331391,15035,524
331392,15036,439
331393,15037,526
331394,15038,751
331395,15039,261
331396,15040,307
331399,15041,406
331400,15042,0
331401,15043,455
331402,15044,0
331403,15045,0
331404,15046,0
331405,15047,0
331406,15048,568
331407,15049,522
331408,15050,0
331409,15051,0
331410,15052,0
331411,15053,0
331412,15054,0
331413,15055,0
331414,15056,0
331415,15057,390
331416,15058,0
331417,15059,0
331418,15060,0
331419,15061,0
331420,15062,0
331421,15063,0
331422,15064,529
331423,15065,0
331424,15066,0
331425,15067,0
331426,15068,461
331427,15069,0
331428,15070,0
331429,15071,461
331430,15072,550
331431,15073,0
331432,15074,0
331433,15075,0
331434,15076,775
331435,15077,0
331436,15078,0
331437,15079,0
331438,15080,442
331439,15081,676
331440,15082,0
331441,15083,0
331442,15084,0
331443,15085,0
331444,15086,0
331445,15087,0
331446,15088,0
331447,15089,0
331448,15090,0
331449,15091,562
331450,15092,553
331451,15093,0
331452,15094,0
331453,15095,593
331454,15096,0
331455,15097,0
331456,15098,0
331457,15099,0
331458,15100,0
331459,15101,0
331460,15102,0
331461,15103,0
331462,15104,607
331463,15105,0
331464,15106,550
331465,15107,0
331466,15108,0
331467,15109,0
331468,15110,0
331469,15111,0
331470,15112,0
331471,15113,0
331472,15114,0
331473,15115,763
331474,15116,0
331475,15117,0
331476,15118,0
331477,15119,0
331478,15120,0
331479,15121,0
331480,15122,0
331481,15123,0
331482,15124,0
331483,15125,0
331484,15126,0
331485,15127,482
331486,15128,0
331487,15129,0
331488,15130,0
331489,15131,0
331490,15132,735
331491,15133,0
331492,15134,500
331493,15135,0
331494,15136,0
331495,15137,570
331496,15138,0
331497,15139,0
331498,15140,0
331499,15141,0
331500,15142,0
331501,15143,0
331502,15144,0
331503,15145,0
331504,15146,0
331505,15147,776
331506,15148,0
331507,15149,421
331508,15150,0
331509,15151,442
331510,15152,0
331511,15153,467
331512,15154,0
331513,15155,0
331514,15156,0
331515,15157,0
331516,15158,0
331517,15159,0
331518,15160,306
331519,15161,0
331520,15162,0
331521,15163,0
331522,15164,0
331523,15165,373
331524,15166,579
57933960,15166A,0
331527,15167,547
331528,15168,641
331529,15169,653
331530,15170,869
331531,15171,455
331532,15172,546
331533,15173,492
331534,15174,531
331535,15175,622
331536,15176,513
331537,15177,705
331538,15178,873
331539,15179,681
331540,15180,542
331541,15181,620
331542,15182,827
331543,15183,669
331544,15184,767
331545,15185,624
331546,15186,470
331547,15187,482
331548,15188,84
331549,15189,318
331550,15190,475
331551,15191,399
331552,15192,418
331553,15193,526
331556,15194,454
331557,15195,324
331558,15196,0
331559,15197,0
331560,15198,369
331561,15199,465
331562,15200,406
331563,15201,0
331564,15202,420
331565,15203,0
331566,15204,0
331567,15205,0
331568,15206,0
331569,15207,0
331570,15208,0
331571,15209,0
331572,15210,0
331573,15211,0
331574,15212,529
331575,15213,0
331576,15214,0
331577,15215,0
331578,15216,0
331579,15217,0
331580,15218,0
331581,15219,452
331582,15220,720
331583,15221,0
331584,15222,0
331585,15223,0
331586,15224,0
331587,15225,0
331588,15226,438
331589,15227,133
331592,15228,410
331593,15229,636
331594,15230,493
331595,15231,729
331596,15232,326
331597,15233,278
331598,15234,540
331599,15235,489
331600,15236,550
331601,15237,578
331602,15238,353
331603,15239,326
331604,15240,324
331605,15241,233
331606,15242,271
331607,15243,376
331608,15244,337
331609,15245,321
331610,15246,328
331611,15247,299
331612,15248,516
331613,15249,592
331614,15250,553
331615,15251,404
331616,15252,439
331617,15253,482
331618,15254,411
331619,15255,499
331620,15256,408
331621,15257,378
331622,15258,438
331623,15259,329
331624,15260,536
331625,15261,354
331626,15262,380
331627,15263,271
331628,15264,344
331629,15265,258
331630,15266,340
331631,15267,290
331632,15268,216
331633,15269,215
331634,15270,299
331635,15271,285
331636,15272,450
331637,15273,389
331638,15274,288
331639,15275,266
331640,15276,422
331641,15277,300
331642,15278,361
331643,15279,287
331644,15280,238
331645,15281,269
331646,15282,269
331647,15283,396
331648,15284,296
331649,15285,319
331650,15286,350
331651,15287,315
331652,15288,511
331653,15289,502
331654,15290,324
331655,15291,306
331656,15292,209
331657,15293,329
331658,15294,318
331659,15295,315
331660,15296,344
331661,15297,282
331662,15298,334
331663,15299,258
331664,15300,318
331665,15301,230
331666,15302,244
331667,15303,285
331668,15304,257
331669,15305,183
331670,15306,264
331671,15307,259
331672,15308,233
331673,15309,355
331674,15310,242
331675,15311,265
331676,15312,272
331677,15313,289
331678,15314,274
331679,15315,254
331680,15316,203
331681,15317,215
331682,15318,188
331683,15319,200
331684,15320,361
331685,15321,250
331686,15322,232
331687,15323,188
331688,15324,225
331689,15325,182
331690,15326,294
331691,15327,252
331692,15328,207
331693,15329,232
331694,15330,216
331695,15331,225
331696,15332,267
331697,15333,346
331698,15334,206
331699,15335,260
331700,15336,139
331701,15337,221
331702,15338,242
331703,15339,256
331704,15340,188
331705,15341,239
331706,15342,126
331707,15343,318
919573,15344,301
331708,15345,236
331709,15346,399
331710,15347,221
331711,15348,214
331712,15349,148
331713,15350,155
331714,15351,158
331715,15352,190
331716,15353,181
331717,15354,181
331718,15355,184
331719,15356,231
331720,15357,253
331721,15358,270
331722,15359,122
331723,15360,72
331724,15361,137
331725,15362,198
331726,15363,285
331727,15364,186
331728,15365,221
331729,15366,213
331730,15367,195
331731,15368,177
331732,15369,222
331733,15370,191
331734,15371,129
331735,15372,204
331736,15373,162
331737,15374,193
331738,15375,222
331739,15376,183
331740,15377,210
331741,15378,171
331742,15379,267
331743,15380,289
331744,15381,347
331745,15382,272
331746,15383,257
331747,15384,352
331748,15385,237
331749,15386,239
331750,15387,231
331751,15388,153
331752,15389,168
331753,15390,229
331754,15391,199
331755,15392,225
331756,15393,312
331757,15394,261
331758,15395,170
331759,15396,107
331760,15397,241
331761,15398,195
331762,15399,197
331763,15400,238
331764,15401,227
331765,15402,346
331766,15403,278
331767,15404,281
331768,15405,237
331769,15406,202
331770,15407,201
331771,15408,290
331772,15409,216
331773,15410,225
331774,15411,259
331775,15412,309
331776,15413,172
331777,15414,187
331778,15415,300
331779,15416,274
331780,15417,194
331781,15418,238
331782,15419,155
331783,15420,204
331784,15421,228
331785,15422,192
331786,15423,232
331787,15424,156
331788,15425,131
331789,15426,217
331790,15427,189
331791,15428,214
331792,15429,237
331793,15430,218
331794,15431,138
331795,15432,387
331796,15433,457
331797,15434,328
331798,15435,323
331799,15436,325
331800,15437,269
331801,15438,361
331802,15439,449
331803,15440,308
331804,15441,303
331805,15442,347
331806,15443,397
331807,15444,346
331808,15445,334
331809,15446,274
331810,15447,310
331811,15448,306
331812,15449,275
331813,15450,305
331814,15451,387
331815,15452,552
331816,15453,585
331817,15454,604
331818,15455,608
331819,15456,307
331820,15457,467
331821,15458,368
331822,15459,289
331823,15460,343
331824,15461,262
331825,15462,334
331826,15463,435
331827,15464,589
331828,15465,573
331829,15466,503
331830,15467,450
331831,15468,505
331832,15469,438
331833,15470,366
331834,15471,282
331835,15472,315
331836,15473,350
331837,15474,354
331838,15475,320
331839,15476,441
331840,15477,395
331841,15478,413
331842,15479,358
331843,15480,441
331844,15481,443
331845,15482,313
331846,15483,334
331847,15484,221
331848,15485,326
331849,15486,378
331850,15487,450
331851,15488,428
331852,15489,395
331853,15490,391
331854,15491,283
331855,15492,362
331856,15493,477
331857,15494,378
331858,15495,428
331861,15496,357
331862,15497,818
331863,15498,1089
331864,15499,1006
331865,15500,950
331866,15501,648
331867,15502,721
331868,15503,867
331869,15504,1061
331870,15505,1051
331871,15506,952
331872,15507,702
331873,15508,643
331874,15509,1046
331875,15510,976
331876,15511,1043
331877,15512,1015
331878,15513,1216
331879,15514,1044
331880,15515,1093
331881,15516,1014
331882,15517,1178
331883,15518,1089
331884,15519,936
331885,15520,872
331886,15521,861
331887,15522,833
331888,15523,755
331889,15524,805
331890,15525,672
331891,15526,699
331892,15527,135
331893,15528,274
331896,15529,662
331897,15530,688
331898,15531,843
331901,15532,0
331902,15533,0
331903,15534,0
331904,15535,581
331905,15536,0
331906,15537,588
331907,15538,734
331908,15539,0
331909,15540,0
331910,15541,0
331911,15542,0
331912,15543,0
331913,15544,0
331916,15545,0
331917,15546,469
331918,15547,481
331919,15548,0
331920,15549,362
331921,15550,0
331922,15551,0
331923,15552,780
331924,15553,0
331925,15554,0
331926,15555,0
331927,15556,0
331928,15557,475
331929,15558,557
331930,15559,0
331931,15560,0
331932,15561,0
331933,15562,0
331934,15563,0
331935,15564,0
331936,15565,0
331937,15566,433
331938,15567,0
331939,15568,0
331940,15569,0
331941,15570,0
331942,15571,834
331943,15572,0
331944,15573,0
331945,15574,0
331946,15575,0
331947,15576,0
331948,15577,0
331949,15578,0
331950,15579,0
331951,15580,0
331952,15581,0
331953,15582,0
331954,15583,0
331955,15584,0
331956,15585,0
331957,15586,0
332052,15587,247
32097033,15588,567
32097034,15589,561
32097035,15590,366
32097036,15591,504
32097037,15592,525
32097038,15593,388
32097039,15594,492
32097040,15595,542
32097041,15596,509
32097042,15597,557
32097043,15598,562
32097044,15599,614
32097045,15600,577
32097046,15601,493
32097047,15602,508
32097048,15603,554
32097049,15604,601
32097050,15605,594
32097051,15606,713
32097052,15607,961
32097053,15608,617
32097054,15609,573
32097055,15610,695
32097056,15611,608
32097057,15612,615
32097058,15613,662
32097059,15614,789
32097060,15615,840
32097061,15616,653
32097062,15617,691
32097063,15618,749
32097064,15619,890
32097065,15620,783
32097066,15621,834
32097067,15622,785
32097068,15623,1103
32097069,15624,651
32097070,15625,734
32097071,15626,660
32097072,15627,620
32097073,15628,505
32097074,15629,593
32097075,15630,516
32097076,15631,594
32097077,15632,470
32097078,15633,539
32097079,15634,651
32097080,15635,598
32097081,15636,944
32097082,15637,930
32097083,15638,705
32097084,15639,656
32097085,15640,714
32097086,15641,785
32097087,15642,640
32097088,15643,567
32097089,15644,577
32097090,15645,532
32097091,15646,570
32097092,15647,547
32097093,15648,514
32097094,15649,619
32097095,15650,542
32097096,15651,717
32097097,15652,586
32097098,15653,820
32097099,15654,404
32097100,15655,661
32097101,15656,705
32097102,15657,819
32097103,15658,711
